uf;mesoreg;microrreg;municip
São Paulo;São José do Rio Preto;Jales;Mesópolis
São Paulo;Ribeirão Preto;São Joaquim da Barra;Miguelópolis
São Paulo;Bauru;Jaú;Mineiros do Tietê
São Paulo;São José do Rio Preto;Fernandópolis;Mira Estrela
São Paulo;Litoral Sul Paulista;Registro;Miracatu
São Paulo;Araçatuba;Andradina;Mirandópolis
São Paulo;Presidente Prudente;Presidente Prudente;Mirante do Paranapanema
São Paulo;São José do Rio Preto;São José do Rio Preto;Mirassol
São Paulo;São José do Rio Preto;São José do Rio Preto;Mirassolândia
São Paulo;Campinas;São João da Boa Vista;Mococa
São Paulo;Metropolitana de São Paulo;Mogi das Cruzes;Mogi das Cruzes
São Paulo;Campinas;Mogi Mirim;Mogi Guaçu
São Paulo;Campinas;Mogi Mirim;Mogi Mirim
São Paulo;Piracicaba;Piracicaba;Mombuca
São Paulo;São José do Rio Preto;Nhandeara;Monções
São Paulo;Litoral Sul Paulista;Itanhaém;Mongaguá
São Paulo;Campinas;Amparo;Monte Alegre do Sul
São Paulo;Ribeirão Preto;Jaboticabal;Monte Alto
São Paulo;São José do Rio Preto;Nhandeara;Monte Aprazível
São Paulo;Ribeirão Preto;Jaboticabal;Monte Azul Paulista
São Paulo;Presidente Prudente;Dracena;Monte Castelo
São Paulo;Campinas;Campinas;Monte Mor
São Paulo;Vale do Paraíba Paulista;Campos do Jordão;Monteiro Lobato
São Paulo;Ribeirão Preto;São Joaquim da Barra;Morro Agudo
São Paulo;Macro Metropolitana Paulista;Bragança Paulista;Morungaba
São Paulo;Araraquara;Araraquara;Motuca
São Paulo;Araçatuba;Andradina;Murutinga do Sul
São Paulo;Assis;Assis;Nantes
São Paulo;Presidente Prudente;Presidente Prudente;Narandiba
São Paulo;Vale do Paraíba Paulista;Paraibuna/Paraitinga;Natividade da Serra
São Paulo;Macro Metropolitana Paulista;Bragança Paulista;Nazaré Paulista
São Paulo;São José do Rio Preto;Nhandeara;Neves Paulista
São Paulo;São José do Rio Preto;Nhandeara;Nhandeara
São Paulo;São José do Rio Preto;Nhandeara;Nipoã
São Paulo;São José do Rio Preto;São José do Rio Preto;Nova Aliança
São Paulo;Itapetininga;Itapeva;Nova Campina
São Paulo;São José do Rio Preto;Jales;Nova Canaã Paulista
São Paulo;São José do Rio Preto;Auriflama;Nova Castilho
São Paulo;Araraquara;Araraquara;Nova Europa
São Paulo;São José do Rio Preto;São José do Rio Preto;Nova Granada
São Paulo;Presidente Prudente;Dracena;Nova Guataporanga
São Paulo;Araçatuba;Andradina;Nova Independência
São Paulo;São José do Rio Preto;Auriflama;Nova Luzitânia
São Paulo;Campinas;Campinas;Nova Odessa
São Paulo;São José do Rio Preto;Catanduva;Novais
São Paulo;São José do Rio Preto;Novo Horizonte;Novo Horizonte
São Paulo;Ribeirão Preto;São Joaquim da Barra;Nuporanga
São Paulo;Marília;Marília;Ocauçu
São Paulo;Assis;Ourinhos;Óleo
São Paulo;São José do Rio Preto;São José do Rio Preto;Olímpia
São Paulo;São José do Rio Preto;São José do Rio Preto;Onda Verde
São Paulo;Marília;Marília;Oriente
São Paulo;São José do Rio Preto;São José do Rio Preto;Orindiúva
São Paulo;Ribeirão Preto;São Joaquim da Barra;Orlândia
São Paulo;Metropolitana de São Paulo;Osasco;Osasco
São Paulo;Marília;Marília;Oscar Bressane
São Paulo;Presidente Prudente;Adamantina;Osvaldo Cruz
São Paulo;Assis;Ourinhos;Ourinhos
São Paulo;Presidente Prudente;Dracena;Ouro Verde
São Paulo;São José do Rio Preto;Fernandópolis;Ouroeste
São Paulo;Presidente Prudente;Adamantina;Pacaembu
São Paulo;São José do Rio Preto;São José do Rio Preto;Palestina
São Paulo;São José do Rio Preto;Catanduva;Palmares Paulista
São Paulo;São José do Rio Preto;Jales;Palmeira d'Oeste
São Paulo;Assis;Assis;Palmital
São Paulo;Presidente Prudente;Dracena;Panorama
São Paulo;Assis;Assis;Paraguaçu Paulista
São Paulo;Vale do Paraíba Paulista;Paraibuna/Paraitinga;Paraibuna
São Paulo;São José do Rio Preto;Catanduva;Paraíso
São Paulo;Bauru;Avaré;Paranapanema
São Paulo;São José do Rio Preto;Jales;Paranapuã
São Paulo;Presidente Prudente;Adamantina;Parapuã
São Paulo;Bauru;Botucatu;Pardinho
São Paulo;Litoral Sul Paulista;Registro;Pariquera-Açu
São Paulo;São José do Rio Preto;Votuporanga;Parisi
São Paulo;Ribeirão Preto;Franca;Patrocínio Paulista
São Paulo;Presidente Prudente;Dracena;Paulicéia
São Paulo;Campinas;Campinas;Paulínia
São Paulo;Bauru;Bauru;Paulistânia
São Paulo;São José do Rio Preto;São José do Rio Preto;Paulo de Faria
São Paulo;Bauru;Jaú;Pederneiras
São Paulo;Campinas;Amparo;Pedra Bela
São Paulo;São José do Rio Preto;Fernandópolis;Pedranópolis
São Paulo;Ribeirão Preto;Franca;Pedregulho
São Paulo;Campinas;Campinas;Pedreira
São Paulo;Assis;Assis;Pedrinhas Paulista
São Paulo;Litoral Sul Paulista;Itanhaém;Pedro de Toledo
São Paulo;Araçatuba;Birigui;Penápolis
São Paulo;Araçatuba;Andradina;Pereira Barreto
São Paulo;Itapetininga;Tatuí;Pereiras
São Paulo;Litoral Sul Paulista;Itanhaém;Peruíbe
São Paulo;Araçatuba;Birigui;Piacatu
São Paulo;Macro Metropolitana Paulista;Piedade;Piedade
São Paulo;Macro Metropolitana Paulista;Piedade;Pilar do Sul
São Paulo;Vale do Paraíba Paulista;São José dos Campos;Pindamonhangaba
São Paulo;São José do Rio Preto;Catanduva;Pindorama
São Paulo;Campinas;Amparo;Pinhalzinho
São Paulo;Presidente Prudente;Presidente Prudente;Piquerobi
São Paulo;Vale do Paraíba Paulista;Guaratinguetá;Piquete
São Paulo;Macro Metropolitana Paulista;Bragança Paulista;Piracaia
São Paulo;Piracicaba;Piracicaba;Piracicaba
São Paulo;Assis;Ourinhos;Piraju
São Paulo;Bauru;Bauru;Pirajuí
São Paulo;Ribeirão Preto;Jaboticabal;Pirangi
São Paulo;Metropolitana de São Paulo;Osasco;Pirapora do Bom Jesus
São Paulo;Presidente Prudente;Presidente Prudente;Pirapozinho
São Paulo;Campinas;Pirassununga;Pirassununga
São Paulo;Bauru;Bauru;Piratininga
São Paulo;Ribeirão Preto;Jaboticabal;Pitangueiras
São Paulo;São José do Rio Preto;São José do Rio Preto;Planalto
São Paulo;Assis;Assis;Platina
São Paulo;Metropolitana de São Paulo;Mogi das Cruzes;Poá
São Paulo;São José do Rio Preto;Nhandeara;Poloni
São Paulo;Marília;Marília;Pompéia
São Paulo;Bauru;Bauru;Pongaí
São Paulo;Ribeirão Preto;Ribeirão Preto;Pontal
São Paulo;São José do Rio Preto;Jales;Pontalinda
São Paulo;São José do Rio Preto;Votuporanga;Pontes Gestal
São Paulo;São José do Rio Preto;Jales;Populina
São Paulo;Itapetininga;Tatuí;Porangaba
São Paulo;Macro Metropolitana Paulista;Sorocaba;Porto Feliz
São Paulo;Campinas;Pirassununga;Porto Ferreira
São Paulo;Vale do Paraíba Paulista;Guaratinguetá;Potim
São Paulo;São José do Rio Preto;São José do Rio Preto;Potirendaba
São Paulo;Presidente Prudente;Adamantina;Pracinha
São Paulo;Ribeirão Preto;Ribeirão Preto;Pradópolis
São Paulo;Metropolitana de São Paulo;Santos;Praia Grande
São Paulo;Bauru;Botucatu;Pratânia
São Paulo;Bauru;Bauru;Presidente Alves
São Paulo;Presidente Prudente;Presidente Prudente;Presidente Bernardes
São Paulo;Presidente Prudente;Presidente Prudente;Presidente Epitácio
São Paulo;Presidente Prudente;Presidente Prudente;Presidente Prudente
São Paulo;Presidente Prudente;Presidente Prudente;Presidente Venceslau
São Paulo;Bauru;Lins;Promissão
São Paulo;Itapetininga;Tatuí;Quadra
São Paulo;Assis;Assis;Quatá
São Paulo;Marília;Tupã;Queiroz
São Paulo;Vale do Paraíba Paulista;Guaratinguetá;Queluz
São Paulo;Marília;Tupã;Quintana
São Paulo;Piracicaba;Piracicaba;Rafard
São Paulo;Presidente Prudente;Presidente Prudente;Rancharia
São Paulo;Vale do Paraíba Paulista;Paraibuna/Paraitinga;Redenção da Serra
São Paulo;Presidente Prudente;Presidente Prudente;Regente Feijó
São Paulo;Bauru;Bauru;Reginópolis
São Paulo;Litoral Sul Paulista;Registro;Registro
São Paulo;Ribeirão Preto;Franca;Restinga
São Paulo;Itapetininga;Capão Bonito;Ribeira
São Paulo;Araraquara;São Carlos;Ribeirão Bonito
São Paulo;Itapetininga;Capão Bonito;Ribeirão Branco
São Paulo;Ribeirão Preto;Franca;Ribeirão Corrente
São Paulo;Assis;Ourinhos;Ribeirão do Sul
São Paulo;Presidente Prudente;Presidente Prudente;Ribeirão dos Índios
São Paulo;Itapetininga;Capão Bonito;Ribeirão Grande
São Paulo;Metropolitana de São Paulo;São Paulo;Ribeirão Pires
São Paulo;Ribeirão Preto;Ribeirão Preto;Ribeirão Preto
São Paulo;Ribeirão Preto;Franca;Rifaina
São Paulo;Araraquara;Araraquara;Rincão
São Paulo;Presidente Prudente;Adamantina;Rinópolis
São Paulo;Piracicaba;Rio Claro;Rio Claro
São Paulo;Piracicaba;Piracicaba;Rio das Pedras
São Paulo;Metropolitana de São Paulo;São Paulo;Rio Grande da Serra
São Paulo;São José do Rio Preto;Votuporanga;Riolândia
São Paulo;Itapetininga;Itapeva;Riversul
São Paulo;Presidente Prudente;Presidente Prudente;Rosana
São Paulo;Vale do Paraíba Paulista;Guaratinguetá;Roseira
São Paulo;Araçatuba;Araçatuba;Rubiácea
São Paulo;São José do Rio Preto;Jales;Rubinéia
São Paulo;Bauru;Lins;Sabino
São Paulo;Presidente Prudente;Adamantina;Sagres
São Paulo;São José do Rio Preto;Novo Horizonte;Sales
São Paulo;Ribeirão Preto;São Joaquim da Barra;Sales Oliveira
São Paulo;Metropolitana de São Paulo;Mogi das Cruzes;Salesópolis
São Paulo;Presidente Prudente;Adamantina;Salmourão
São Paulo;Piracicaba;Piracicaba;Saltinho
São Paulo;Macro Metropolitana Paulista;Sorocaba;Salto
São Paulo;Macro Metropolitana Paulista;Sorocaba;Salto de Pirapora
São Paulo;Assis;Ourinhos;Salto Grande
São Paulo;Presidente Prudente;Presidente Prudente;Sandovalina
São Paulo;São José do Rio Preto;Catanduva;Santa Adélia
São Paulo;São José do Rio Preto;Jales;Santa Albertina
São Paulo;Campinas;Campinas;Santa Bárbara d'Oeste
São Paulo;Vale do Paraíba Paulista;São José dos Campos;Santa Branca
São Paulo;São José do Rio Preto;Jales;Santa Clara d'Oeste
São Paulo;Piracicaba;Limeira;Santa Cruz da Conceição
São Paulo;Ribeirão Preto;Batatais;Santa Cruz da Esperança
São Paulo;Campinas;Pirassununga;Santa Cruz das Palmeiras
São Paulo;Assis;Ourinhos;Santa Cruz do Rio Pardo
São Paulo;Ribeirão Preto;Jaboticabal;Santa Ernestina
São Paulo;São José do Rio Preto;Jales;Santa Fé do Sul
São Paulo;Piracicaba;Limeira;Santa Gertrudes
São Paulo;Metropolitana de São Paulo;Guarulhos;Santa Isabel
São Paulo;Araraquara;Araraquara;Santa Lúcia
São Paulo;Piracicaba;Piracicaba;Santa Maria da Serra
São Paulo;Presidente Prudente;Dracena;Santa Mercedes
São Paulo;Ribeirão Preto;Ribeirão Preto;Santa Rita do Passa Quatro
São Paulo;São José do Rio Preto;Jales;Santa Rita d'Oeste
São Paulo;Ribeirão Preto;Ribeirão Preto;Santa Rosa de Viterbo
São Paulo;São José do Rio Preto;Jales;Santa Salete
São Paulo;São José do Rio Preto;Jales;Santana da Ponte Pensa
São Paulo;Metropolitana de São Paulo;Osasco;Santana de Parnaíba
São Paulo;Presidente Prudente;Presidente Prudente;Santo Anastácio
São Paulo;Metropolitana de São Paulo;São Paulo;Santo André
São Paulo;Ribeirão Preto;Batatais;Santo Antônio da Alegria
São Paulo;Campinas;Mogi Mirim;Santo Antônio de Posse
São Paulo;Araçatuba;Araçatuba;Santo Antônio do Aracanguá
São Paulo;Campinas;São João da Boa Vista;Santo Antônio do Jardim
São Paulo;Vale do Paraíba Paulista;Campos do Jordão;Santo Antônio do Pinhal
São Paulo;Presidente Prudente;Presidente Prudente;Santo Expedito
São Paulo;Araçatuba;Birigui;Santópolis do Aguapeí
São Paulo;Metropolitana de São Paulo;Santos;Santos
São Paulo;Vale do Paraíba Paulista;Campos do Jordão;São Bento do Sapucaí
São Paulo;Metropolitana de São Paulo;São Paulo;São Bernardo do Campo
São Paulo;Metropolitana de São Paulo;São Paulo;São Caetano do Sul
São Paulo;Araraquara;São Carlos;São Carlos
São Paulo;São José do Rio Preto;Jales;São Francisco
São Paulo;Campinas;São João da Boa Vista;São João da Boa Vista
São Paulo;São José do Rio Preto;Fernandópolis;São João das Duas Pontes
São Paulo;São José do Rio Preto;Auriflama;São João de Iracema
São Paulo;Presidente Prudente;Dracena;São João do Pau d'Alho
São Paulo;Ribeirão Preto;São Joaquim da Barra;São Joaquim da Barra
São Paulo;Ribeirão Preto;Franca;São José da Bela Vista
São Paulo;Vale do Paraíba Paulista;Bananal;São José do Barreiro
São Paulo;Campinas;São João da Boa Vista;São José do Rio Pardo
São Paulo;São José do Rio Preto;São José do Rio Preto;São José do Rio Preto
São Paulo;Vale do Paraíba Paulista;São José dos Campos;São José dos Campos
São Paulo;Metropolitana de São Paulo;Itapecerica da Serra;São Lourenço da Serra
São Paulo;Vale do Paraíba Paulista;Paraibuna/Paraitinga;São Luiz do Paraitinga
São Paulo;Bauru;Botucatu;São Manuel
São Paulo;Macro Metropolitana Paulista;Piedade;São Miguel Arcanjo
São Paulo;Metropolitana de São Paulo;São Paulo;São Paulo
São Paulo;Piracicaba;Piracicaba;São Pedro
São Paulo;Assis;Ourinhos;São Pedro do Turvo
São Paulo;Macro Metropolitana Paulista;Sorocaba;São Roque
São Paulo;Vale do Paraíba Paulista;Caraguatatuba;São Sebastião
São Paulo;Campinas;São João da Boa Vista;São Sebastião da Grama
São Paulo;Ribeirão Preto;Ribeirão Preto;São Simão
São Paulo;Metropolitana de São Paulo;Santos;São Vicente
São Paulo;Macro Metropolitana Paulista;Sorocaba;Sarapuí
São Paulo;Assis;Ourinhos;Sarutaiá
São Paulo;São José do Rio Preto;Nhandeara;Sebastianópolis do Sul
São Paulo;Ribeirão Preto;Ribeirão Preto;Serra Azul
São Paulo;Campinas;Amparo;Serra Negra
São Paulo;Ribeirão Preto;Ribeirão Preto;Serrana
São Paulo;Ribeirão Preto;Ribeirão Preto;Sertãozinho
São Paulo;Litoral Sul Paulista;Registro;Sete Barras
São Paulo;São José do Rio Preto;Catanduva;Severínia
São Paulo;Vale do Paraíba Paulista;Bananal;Silveiras
São Paulo;Campinas;Amparo;Socorro
São Paulo;Macro Metropolitana Paulista;Sorocaba;Sorocaba
São Paulo;Araçatuba;Andradina;Sud Mennucci
São Paulo;Campinas;Campinas;Sumaré
São Paulo;Araçatuba;Andradina;Suzanápolis
São Paulo;Metropolitana de São Paulo;Mogi das Cruzes;Suzano
São Paulo;São José do Rio Preto;Catanduva;Tabapuã
São Paulo;Araraquara;Araraquara;Tabatinga
São Paulo;Metropolitana de São Paulo;Itapecerica da Serra;Taboão da Serra
São Paulo;Presidente Prudente;Presidente Prudente;Taciba
São Paulo;Assis;Ourinhos;Taguaí
São Paulo;Ribeirão Preto;Jaboticabal;Taiaçu
São Paulo;Ribeirão Preto;Jaboticabal;Taiúva
São Paulo;Campinas;São João da Boa Vista;Tambaú
São Paulo;São José do Rio Preto;São José do Rio Preto;Tanabi
São Paulo;Macro Metropolitana Paulista;Piedade;Tapiraí
São Paulo;Campinas;São João da Boa Vista;Tapiratiba
São Paulo;Ribeirão Preto;Jaboticabal;Taquaral
São Paulo;Ribeirão Preto;Jaboticabal;Taquaritinga
São Paulo;Itapetininga;Itapeva;Taquarituba
São Paulo;Itapetininga;Itapeva;Taquarivaí
São Paulo;Presidente Prudente;Presidente Prudente;Tarabai
São Paulo;Assis;Assis;Tarumã
São Paulo;Itapetininga;Tatuí;Tatuí
São Paulo;Vale do Paraíba Paulista;São José dos Campos;Taubaté
São Paulo;Assis;Ourinhos;Tejupá
São Paulo;Presidente Prudente;Presidente Prudente;Teodoro Sampaio
São Paulo;Ribeirão Preto;Jaboticabal;Terra Roxa
São Paulo;Piracicaba;Piracicaba;Tietê
São Paulo;Assis;Ourinhos;Timburi
São Paulo;Itapetininga;Tatuí;Torre de Pedra
São Paulo;Piracicaba;Rio Claro;Torrinha
São Paulo;Araraquara;Araraquara;Trabiju
São Paulo;Vale do Paraíba Paulista;São José dos Campos;Tremembé
São Paulo;São José do Rio Preto;Jales;Três Fronteiras
São Paulo;Macro Metropolitana Paulista;Bragança Paulista;Tuiuti
São Paulo;Marília;Tupã;Tupã
São Paulo;Presidente Prudente;Dracena;Tupi Paulista
São Paulo;Araçatuba;Birigui;Turiúba
São Paulo;São José do Rio Preto;Fernandópolis;Turmalina
São Paulo;São José do Rio Preto;São José do Rio Preto;Ubarana
São Paulo;Vale do Paraíba Paulista;Caraguatatuba;Ubatuba
São Paulo;Bauru;Bauru;Ubirajara
São Paulo;São José do Rio Preto;São José do Rio Preto;Uchoa
São Paulo;São José do Rio Preto;Nhandeara;União Paulista
São Paulo;São José do Rio Preto;Jales;Urânia
São Paulo;Bauru;Bauru;Uru
São Paulo;São José do Rio Preto;Novo Horizonte;Urupês
São Paulo;São José do Rio Preto;Votuporanga;Valentim Gentil
São Paulo;Campinas;Campinas;Valinhos
São Paulo;Araçatuba;Araçatuba;Valparaíso
São Paulo;Macro Metropolitana Paulista;Bragança Paulista;Vargem
São Paulo;Campinas;São João da Boa Vista;Vargem Grande do Sul
São Paulo;Metropolitana de São Paulo;Itapecerica da Serra;Vargem Grande Paulista
São Paulo;Macro Metropolitana Paulista;Jundiaí;Várzea Paulista
São Paulo;Marília;Marília;Vera Cruz
São Paulo;Campinas;Campinas;Vinhedo
São Paulo;Ribeirão Preto;Jaboticabal;Viradouro
São Paulo;Ribeirão Preto;Jaboticabal;Vista Alegre do Alto
São Paulo;São José do Rio Preto;Jales;Vitória Brasil
São Paulo;Macro Metropolitana Paulista;Sorocaba;Votorantim
São Paulo;São José do Rio Preto;Votuporanga;Votuporanga
São Paulo;São José do Rio Preto;São José do Rio Preto;Zacarias
Paraná;Norte Pioneiro Paranaense;Cornélio Procópio;Abatiá
Paraná;Metropolitana de Curitiba;Cerro Azul;Adrianópolis
Paraná;Metropolitana de Curitiba;Rio Negro;Agudos do Sul
Paraná;Metropolitana de Curitiba;Curitiba;Almirante Tamandaré
Paraná;Centro Ocidental Paranaense;Goioerê;Altamira do Paraná
Paraná;Noroeste Paranaense;Umuarama;Alto Paraíso
Paraná;Noroeste Paranaense;Paranavaí;Alto Paraná
Paraná;Noroeste Paranaense;Umuarama;Alto Piquiri
Paraná;Noroeste Paranaense;Umuarama;Altônia
Paraná;Norte Central Paranaense;Porecatu;Alvorada do Sul
Paraná;Noroeste Paranaense;Paranavaí;Amaporã
Paraná;Sudoeste Paranaense;Capanema;Ampére
Paraná;Oeste Paranaense;Cascavel;Anahy
Paraná;Norte Pioneiro Paranaense;Cornélio Procópio;Andirá
Paraná;Norte Central Paranaense;Astorga;Ângulo
Paraná;Metropolitana de Curitiba;Paranaguá;Antonina
Paraná;Sudeste Paranaense;São Mateus do Sul;Antônio Olinto
Paraná;Norte Central Paranaense;Apucarana;Apucarana
Paraná;Norte Central Paranaense;Apucarana;Arapongas
Paraná;Centro Oriental Paranaense;Jaguariaíva;Arapoti
Paraná;Norte Central Paranaense;Ivaiporã;Arapuã
Paraná;Centro Ocidental Paranaense;Campo Mourão;Araruna
Paraná;Metropolitana de Curitiba;Curitiba;Araucária
Paraná;Norte Central Paranaense;Ivaiporã;Ariranha do Ivaí
Paraná;Norte Pioneiro Paranaense;Assaí;Assaí
Paraná;Oeste Paranaense;Toledo;Assis Chateaubriand
Paraná;Norte Central Paranaense;Astorga;Astorga
Paraná;Norte Central Paranaense;Astorga;Atalaia
Paraná;Metropolitana de Curitiba;Curitiba;Balsa Nova
Paraná;Norte Pioneiro Paranaense;Cornélio Procópio;Bandeirantes
Paraná;Centro Ocidental Paranaense;Campo Mourão;Barbosa Ferraz
Paraná;Norte Pioneiro Paranaense;Jacarezinho;Barra do Jacaré
Paraná;Sudoeste Paranaense;Francisco Beltrão;Barracão
Paraná;Sudoeste Paranaense;Capanema;Bela Vista da Caroba
Paraná;Norte Central Paranaense;Porecatu;Bela Vista do Paraíso
Paraná;Sudeste Paranaense;União da Vitória;Bituruna
Paraná;Centro Ocidental Paranaense;Goioerê;Boa Esperança
Paraná;Sudoeste Paranaense;Francisco Beltrão;Boa Esperança do Iguaçu
Paraná;Centro-Sul Paranaense;Pitanga;Boa Ventura de São Roque
Paraná;Oeste Paranaense;Cascavel;Boa Vista da Aparecida
Paraná;Metropolitana de Curitiba;Curitiba;Bocaiúva do Sul
Paraná;Sudoeste Paranaense;Francisco Beltrão;Bom Jesus do Sul
Paraná;Norte Central Paranaense;Faxinal;Bom Sucesso
Paraná;Sudoeste Paranaense;Pato Branco;Bom Sucesso do Sul
Paraná;Norte Central Paranaense;Faxinal;Borrazópolis
Paraná;Oeste Paranaense;Cascavel;Braganey
Paraná;Noroeste Paranaense;Umuarama;Brasilândia do Sul
Paraná;Norte Central Paranaense;Astorga;Cafeara
Paraná;Oeste Paranaense;Cascavel;Cafelândia
Paraná;Noroeste Paranaense;Umuarama;Cafezal do Sul
Paraná;Norte Central Paranaense;Apucarana;Califórnia
Paraná;Norte Pioneiro Paranaense;Jacarezinho;Cambará
Paraná;Norte Central Paranaense;Londrina;Cambé
Paraná;Norte Central Paranaense;Apucarana;Cambira
Paraná;Centro Ocidental Paranaense;Goioerê;Campina da Lagoa
Paraná;Centro-Sul Paranaense;Guarapuava;Campina do Simão
Paraná;Metropolitana de Curitiba;Curitiba;Campina Grande do Sul
Paraná;Oeste Paranaense;Cascavel;Campo Bonito
Paraná;Metropolitana de Curitiba;Rio Negro;Campo do Tenente
Paraná;Metropolitana de Curitiba;Curitiba;Campo Largo
Paraná;Metropolitana de Curitiba;Curitiba;Campo Magro
Paraná;Centro Ocidental Paranaense;Campo Mourão;Campo Mourão
Paraná;Norte Central Paranaense;Ivaiporã;Cândido de Abreu
